real main.EoL_Mshare_Hist[27,4](t) = [
1971,         
0,            0,            0,            0,            
0,            0,            0,            1,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            1,            
0,            0,            0,            1,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            1,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            

1972,         
0,            0,            0,            0,            
3.2536196518627E-04,        2.27753375630389E-03,       0,            0.99739710427851,           
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            1,            
0,            0,            0,            1,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            1,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            

1973,         
0,            0,            0,            0,            
6.5072393037254E-04,        4.55506751260778E-03,       0,            0.99479420855702,           
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            1,            
0,            0,            0,            1,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            1,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            

1974,         
0,            0,            0,            0,            
9.7608589555881E-04,        6.83260126891167E-03,       0,            0.99219131283553,           
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            1,            
0,            0,            0,            1,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            1,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            

1975,         
0,            0,            0,            0,            
1.30144786074508E-03,       9.11013502521556E-03,       0,            0.989588417114039,          
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            1,            
0,            0,            0,            1,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            1,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            

1976,         
0,            0,            0,            0,            
1.62680982593135E-03,       1.13876687815195E-02,       0,            0.986985521392549,          
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            1,            
0,            0,            0,            1,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            1,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            

1977,         
0,            0,            0,            0,            
1.95217179111762E-03,       1.36652025378233E-02,       0,            0.984382625671059,          
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            0,            
0,            0,            0,            1,            
0,            0,            0,            1,            
0,            0,            0,            0,            
0,            0,            0,            0,            
