real main.ConvEnUseFEEDNE_in[10](t) = [
1971,         0.111111,     0.177778,     0.333333,     0,            0.133333,     0.377778,     0.212766,     0.106383,     0.4222,       0.733333,     
1990,         0.111111,     0.177778,     0.333333,     0,            0.133333,     0.377778,     0.212766,     0.106383,     0.4222,       0.733333,     
2005,         0.111111,     0.177778,     0.333333,     0,            0.133333,     0.377778,     0.212766,     0.106383,     0.4222,       0.733333,     
2010,         0.111111,     0.177778,     0.333333,     0,            0.133333,     0.377778,     0.212766,     0.106383,     0.4222,       0.733333,     
2030,         0.111111,     0.177778,     0.133333,     0,            0.133333,     0.2,          0.212766,     0.106383,     0.4222,       0.733333,     
2050,         0.111111,     0.177778,     0.133333,     0,            0.133333,     0.2,          0.212766,     0.106383,     0.4222,       0.733333,     
2070,         0.111111,     0.177778,     0.133333,     0,            0.133333,     0.2,          0.212766,     0.106383,     0.4222,       0.733333,     
2100,         0.111111,     0.177778,     0.133333,     0,            0.133333,     0.2,          0.212766,     0.106383,     0.4222,       0.733333
];
