real main.PPLD[90,8] =
1,            0,            0,            0,            6.83752946647091E-03,       0,            0,            0,            
0,            0,            0,            0,            0.340436300623627,          0,            8.1453739740731E-03,        8.1453739740731E-03,        
0,            0,            0,            0,            0.406317614396445,          0,            0.12729864120632,           0.12729864120632,           
0,            0,            0,            1.08105356171109E-02,       0.177317794624804,          0,            0.282878845291766,          0.282878845291766,          
0,            0,            0,            0.065787804736582,          5.44698080997803E-02,       0,            0.268883596951292,          0.268883596951292,          
0,            1.34376810220702E-03,       0,            0.156378338884424,          1.46209331360899E-02,       0,            0.168667990206982,          0.168667990206982,          
0,            8.43524850040126E-03,       0,            0.213373196493702,          0,            0,            8.41590977807604E-02,       8.41590977807604E-02,       
0,            2.86015060354348E-02,       0,            0.201003879784304,          0,            0,            3.68774110547977E-02,       3.68774110547977E-02,       
0,            6.31328025348252E-02,       0,            0.150239958469739,          0,            0,            1.50001354458999E-02,       1.50001354458999E-02,       
0,            0.102201704923394,          0,            9.53869748401721E-02,       0,            0,            5.85318579271176E-03,       5.85318579271176E-03,       
0,            0.131419497791958,          0,            5.40140578693755E-02,       0,            0,            2.2360562968998E-03,        2.2360562968998E-03,        
0,            0.143843437019707,          0,            2.81972847165245E-02,       0,            0,            0,            0,            
0,            0.133853530258961,          0,            1.38874521057816E-02,       0,            3.93174807846075E-03,       0,            0,            
0,            0.113597257282496,          0,            6.56032704839095E-03,       0,            1.30563866264949E-02,       0,            0,            
0,            8.86552641923774E-02,       0,            3.00846905856728E-03,       0,            3.19691992792362E-02,       0,            0,            
0,            6.47030424668368E-02,       0,            1.35131695213886E-03,       0,            6.08734565541901E-02,       0,            0,            
0,            4.47386435992923E-02,       0,            0,            0,            9.39961290961609E-02,       0,            0,            
0,            2.96092158741203E-02,       0,            0,            0,            0.121703366076004,          0,            0,            
0,            1.89102437349788E-02,       1.2292305766788E-03,        0,            0,            0.138487871961639,          0,            0,            
0,            1.17311363713867E-02,       2.4469964863445E-03,        0,            0,            0.133352513260766,          0,            0,            
0,            7.10666008356154E-03,       4.42595095732771E-03,       0,            0,            0.117485906298782,          0,            0,            
0,            4.22243304960848E-03,       7.35963831202746E-03,       0,            0,            9.42452945999161E-02,       0,            0,            
0,            2.4693812459358E-03,        1.13631436745734E-02,       0,            0,            6.97147820130683E-02,       0,            0,            
0,            1.42571252929684E-03,       0.016428879936785,          0,            0,            4.80644139668211E-02,       0,            0,            
0,            0,            0.022404495468931,          0,            0,            3.11672097557454E-02,       0,            0,            
0,            0,            2.89999016794596E-02,       0,            0,            0.019156420581236,          0,            0,            
0,            0,            3.58217699339111E-02,       0,            0,            1.12347562010616E-02,       0,            0,            
0,            0,            4.24266461524846E-02,       0,            0,            6.32324350251418E-03,       0,            0,            
0,            0,            4.83802144083895E-02,       0,            0,            3.43245422530358E-03,       0,            0,            
0,            0,            5.33105940823592E-02,       0,            0,            1.80484300643588E-03,       0,            0,            
0,            0,            5.69468713813185E-02,       0,            0,            0,            0,            0,            
0,            0,            5.91387141326557E-02,       0,            0,            0,            0,            0,            
0,            0,            6.42663680955758E-02,       0,            0,            0,            0,            0,            
0,            0,            5.91815818203844E-02,       0,            0,            0,            0,            0,            
0,            0,            5.72736829358365E-02,       0,            0,            0,            0,            0,            
0,            0,            5.43512621321788E-02,       0,            0,            0,            0,            0,            
0,            0,            5.06591261757188E-02,       0,            0,            0,            0,            0,            
0,            0,            0.046444848318845,          0,            0,            0,            0,            0,            
0,            0,            4.19397975437102E-02,       0,            0,            0,            0,            0,            
0,            0,            3.73462577815456E-02,       0,            0,            0,            0,            0,            
0,            0,            3.28303035902001E-02,       0,            0,            0,            0,            0,            
0,            0,            0.028519514013406,          0,            0,            0,            0,            0,            
0,            0,            2.45043408381738E-02,       0,            0,            0,            0,            0,            
0,            0,            2.08419236843207E-02,       0,            0,            0,            0,            0,            
0,            0,            1.75612767414107E-02,       0,            0,            0,            0,            0,            
0,            0,            1.46689847693709E-02,       0,            0,            0,            0,            0,            
0,            0,            1.21547815761156E-02,       0,            0,            0,            0,            0,            
0,            0,            9.99660459339951E-03,       0,            0,            0,            0,            0,            
0,            0,            8.16490359654919E-03,       0,            0,            0,            0,            0,            
0,            0,            6.62612228906438E-03,       0,            0,            0,            0,            0,            
0,            0,            5.34536928720491E-03,       0,            0,            0,            0,            0,            
0,            0,            4.2883557713989E-03,        0,            0,            0,            0,            0,            
0,            0,            3.42270856601255E-03,       0,            0,            0,            0,            0,            
0,            0,            2.7187777030058E-03,        0,            0,            0,            0,            0,            
0,            0,            2.15005376811551E-03,       0,            0,            0,            0,            0,            
0,            0,            1.69329829771666E-03,       0,            0,            0,            0,            0,            
0,            0,            1.32847449954869E-03,       0,            0,            0,            0,            0,            
0,            0,            1.03854858243457E-03,       0,            0,            0,            0,            0,            
0,            0,            0,            0,            0,            0,            0,            0,            
0,            0,            0,            0,            0,            0,            0,            0,            
0,            0,            0,            0,            0,            0,            0,            0,            
0,            0,            0,            0,            0,            0,            0,            0,            
0,            0,            0,            0,            0,            0,            0,            0,            
0,            0,            0,            0,            0,            0,            0,            0,            
0,            0,            0,            0,            0,            0,            0,            0,            
0,            0,            0,            0,            0,            0,            0,            0,            
0,            0,            0,            0,            0,            0,            0,            0,            
0,            0,            0,            0,            0,            0,            0,            0,            
0,            0,            0,            0,            0,            0,            0,            0,            
0,            0,            0,            0,            0,            0,            0,            0,            
0,            0,            0,            0,            0,            0,            0,            0,            
0,            0,            0,            0,            0,            0,            0,            0,            
0,            0,            0,            0,            0,            0,            0,            0,            
0,            0,            0,            0,            0,            0,            0,            0,            
0,            0,            0,            0,            0,            0,            0,            0,            
0,            0,            0,            0,            0,            0,            0,            0,            
0,            0,            0,            0,            0,            0,            0,            0,            
0,            0,            0,            0,            0,            0,            0,            0,            
0,            0,            0,            0,            0,            0,            0,            0,            
0,            0,            0,            0,            0,            0,            0,            0,            
0,            0,            0,            0,            0,            0,            0,            0,            
0,            0,            0,            0,            0,            0,            0,            0,            
0,            0,            0,            0,            0,            0,            0,            0,            
0,            0,            0,            0,            0,            0,            0,            0,            
0,            0,            0,            0,            0,            0,            0,            0,            
0,            0,            0,            0,            0,            0,            0,            0,            
0,            0,            0,            0,            0,            0,            0,            0,            
0,            0,            0,            0,            0,            0,            0,            0,            
0,            0,            0,            0,            0,            0,            0,            0,            
0,            0,            0,            0,            0,            0,            0,            0
;
