real main.ConvCostFEEDNE_in[10](t) = [
1971,         1.244444,     2.488889,     1.933333,     1.933333,     1.933333,     2.511111,     1.425532,     1.244444,     17.8,         21,           
1972,         1.244444,     2.488889,     1.933333,     1.933333,     1.933333,     2.511111,     1.425532,     1.244444,     17.8,         21,           
1973,         1.244444,     2.488889,     1.933333,     1.933333,     1.933333,     2.511111,     1.425532,     1.244444,     17.8,         21,           
1974,         1.244444,     2.488889,     1.933333,     1.933333,     1.933333,     2.511111,     1.425532,     1.244444,     17.8,         21,           
1975,         1.244444,     2.488889,     1.933333,     1.933333,     1.933333,     2.511111,     1.425532,     1.244444,     17.8,         21,           
1976,         1.244444,     2.488889,     1.933333,     1.933333,     1.933333,     2.511111,     1.425532,     1.244444,     17.8,         21,           
1977,         1.244444,     2.488889,     1.933333,     1.933333,     1.933333,     2.511111,     1.425532,     1.244444,     17.8,         21,           
1978,         1.244444,     2.488889,     1.933333,     1.933333,     1.933333,     2.511111,     1.425532,     1.244444,     17.8,         21,           
1979,         1.244444,     2.488889,     1.933333,     1.933333,     1.933333,     2.511111,     1.425532,     1.244444,     17.8,         21,           
1980,         1.244444,     2.488889,     1.933333,     1.933333,     1.933333,     2.511111,     1.425532,     1.244444,     17.8,         21,           
1981,         1.244444,     2.488889,     1.933333,     1.933333,     1.933333,     2.511111,     1.425532,     1.244444,     17.8,         21,           
1982,         1.244444,     2.488889,     1.933333,     1.933333,     1.933333,     2.511111,     1.425532,     1.244444,     17.8,         21,           
1983,         1.244444,     2.488889,     1.933333,     1.933333,     1.933333,     2.511111,     1.425532,     1.244444,     17.8,         21,           
1984,         1.244444,     2.488889,     1.933333,     1.933333,     1.933333,     2.511111,     1.425532,     1.244444,     17.8,         21,           
1985,         1.244444,     2.488889,     1.933333,     1.933333,     1.933333,     2.511111,     1.425532,     1.244444,     17.8,         21,           
1986,         1.244444,     2.488889,     1.933333,     1.933333,     1.933333,     2.511111,     1.425532,     1.244444,     17.8,         21,           
1987,         1.244444,     2.488889,     1.933333,     1.933333,     1.933333,     2.511111,     1.425532,     1.244444,     17.8,         21,           
1988,         1.244444,     2.488889,     1.933333,     1.933333,     1.933333,     2.511111,     1.425532,     1.244444,     17.8,         21,           
1989,         1.244444,     2.488889,     1.933333,     1.933333,     1.933333,     2.511111,     1.425532,     1.244444,     17.8,         21,           
1990,         1.244444,     2.488889,     1.933333,     1.933333,     1.933333,     2.511111,     1.425532,     1.244444,     17.8,         21,           
1991,         1.244444,     2.488889,     1.933333,     1.933333,     1.933333,     2.511111,     1.425532,     1.244444,     17.8,         21,           
1992,         1.244444,     2.488889,     1.933333,     1.933333,     1.933333,     2.511111,     1.425532,     1.244444,     17.8,         21,           
1993,         1.244444,     2.488889,     1.933333,     1.933333,     1.933333,     2.511111,     1.425532,     1.244444,     17.8,         21,           
1994,         1.244444,     2.488889,     1.933333,     1.933333,     1.933333,     2.511111,     1.425532,     1.244444,     17.8,         21,           
1995,         1.244444,     2.488889,     1.933333,     1.933333,     1.933333,     2.511111,     1.425532,     1.244444,     17.8,         21,           
1996,         1.244444,     2.488889,     1.933333,     1.933333,     1.933333,     2.511111,     1.425532,     1.244444,     17.8,         21,           
1997,         1.244444,     2.488889,     1.933333,     1.933333,     1.933333,     2.511111,     1.425532,     1.244444,     17.8,         21,           
1998,         1.244444,     2.488889,     1.933333,     1.933333,     1.933333,     2.511111,     1.425532,     1.244444,     17.8,         21,           
1999,         1.244444,     2.488889,     1.933333,     1.933333,     1.933333,     2.511111,     1.425532,     1.244444,     17.8,         21,           
2000,         1.244444,     2.488889,     1.933333,     1.933333,     1.933333,     2.511111,     1.425532,     1.244444,     17.8,         21,           
2001,         1.244444,     2.488889,     1.933333,     1.933333,     1.933333,     2.511111,     1.425532,     1.244444,     17.8,         21,           
2002,         1.244444,     2.488889,     1.933333,     1.933333,     1.933333,     2.511111,     1.425532,     1.244444,     17.8,         21,           
2003,         1.244444,     2.488889,     1.933333,     1.933333,     1.933333,     2.511111,     1.425532,     1.244444,     17.8,         21,           
