real main.ConvCostPRIMNE_in[10](t) = [
1971,         5.35,         2.688889,     0,            6.15556,      5.955556,     0,            4.92,         4.6,          0,            0,            
1990,         5.35,         2.688889,     0,            6.15556,      5.955556,     0,            4.92,         4.6,          0,            0,            
2005,         5.35,         2.688889,     0,            6.15556,      5.955556,     0,            4.92,         4.6,          0,            0,            
2010,         5.35,         2.688889,     0,            6.15556,      5.955556,     0,            4.92,         4.6,          0,            0,            
2030,         5.35,         2.688889,     0,            6.15556,      5.955556,     0,            4.92,         4.6,          0,            0,            
2050,         5.35,         2.688889,     0,            6.15556,      5.955556,     0,            4.92,         4.6,          0,            0,            
2070,         5.35,         2.688889,     0,            6.15556,      5.955556,     0,            4.92,         4.6,          0,            0,            
2100,         5.35,         2.688889,     0,            6.15556,      5.955556,     0,            4.92,         4.6,          0,            0
];
